employee_id,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki
EMP101214,53,56,,Dominant-Influencer,INTJ,107,19,10
EMP101215,96,80,DC,Dominant-Conscientious,ESFP,102,24,8
EMP101216,96,55,SI,Steadiness-Influencer,ISFJ,111,30,8
EMP101217,88,27,IS,Influencer-Steadiness,ISFJ,104,26,9
EMP101218,84,67,IS,Influencer-Steadiness,ISTJ,104,27,8
EMP101219,61,33,SD,Steadiness-Dominant,ESTP,139,31,7
EMP101220,31,95,CI,Conscientious-Influencer,ENTJ,,22,2
EMP101221,66,72,IC,Influencer-Conscientious,ESFP,104,31,5
EMP101222,63,68,DS,Dominant-Steadiness,ESTP,100,21,1
EMP101223,68,51,SC,Steadiness-Conscientious,INFP,131,28,10
EMP101224,86,88,SC,Steadiness-Conscientious,INTP,106,25,4
EMP101225,84,62,CD,Conscientious-Dominant,ESTJ,97,27,9
EMP101226,74,55,CI,Conscientious-Influencer,ENFP,121,34,9
EMP101227,36,25,CD,Conscientious-Dominant,ISTP,,20,8
EMP101228,98,43,CD,Conscientious-Dominant,ISFP,,33,10
EMP101229,71,25,DC,Dominant-Conscientious,ENFP,125,34,9
EMP101230,30,37,CI,Conscientious-Influencer,INFJ,136,25,3
EMP101231,77,46,ID,Influencer-Dominant,ENTP,89,26,6
EMP101232,87,59,,Dominant-Conscientious,ESFJ,94,25,7
EMP101233,38,46,DC,Dominant-Conscientious,INTP,,,5
EMP101234,86,54,SC,Steadiness-Conscientious,ISFP,125,42,8
EMP101235,48,99,IS,Influencer-Steadiness,ISTJ,,,5
EMP101236,99,69,DS,Dominant-Steadiness,ENFP,116,36,6
EMP101237,80,30,DI,Dominant-Influencer,ENFP,85,31,10
EMP101238,65,41,SC,Steadiness-Conscientious,INFP,,,5
EMP101239,93,55,SI,Steadiness-Influencer,ESTJ,114,28,3
EMP101240,95,95,IC,Influencer-Conscientious,INTJ,96,34,2
EMP101241,26,24,,Influencer-Steadiness,INFP,83,23,10
EMP101242,55,66,CD,Conscientious-Dominant,ENFP,139,31,3
EMP101243,31,89,CI,Conscientious-Influencer,ESFP,,,9
EMP101244,61,61,SD,Steadiness-Dominant,INFJ,81,31,8
EMP101245,79,84,SI,Steadiness-Influencer,INFJ,,16,2
EMP101246,78,52,DI,Dominant-Influencer,INTP,133,36,6
EMP101247,60,66,SI,Steadiness-Influencer,enfp,81,32,9
EMP101248,47,95,SD,Steadiness-Dominant,ESTJ,115,25,7
EMP101249,66,31,DI,Dominant-Influencer,ENFP,125,21,10
EMP101250,71,40,CI,Conscientious-Influencer,ENFP,116,27,7
EMP101251,88,33,DS,Dominant-Steadiness,ISFP,,21,1
EMP101252,75,34,SI,Steadiness-Influencer,ESFJ,81,23,6
EMP101253,77,80,ID,Influencer-Dominant,INTP,137,23,2
EMP101254,59,70,CS,Conscientious-Steadiness,INTP,99,28,2
EMP101255,94,73,SC,Steadiness-Conscientious,ISFJ,,,5
EMP101256,96,86,DC,Dominant-Conscientious,ENTJ,,,7
EMP101257,35,28,,Dominant-Conscientious,ESTP,127,28,3
EMP101258,56,77,SI,Steadiness-Influencer,INFP,81,34,7
EMP101259,95,89,CD,Conscientious-Dominant,,130,22,3
EMP101260,93,97,DI,Dominant-Influencer,ESTJ,,,3
EMP101261,38,67,IC,Influencer-Conscientious,ENTJ,,28,6
EMP101262,26,31,CI,Conscientious-Influencer,ENFP,,,4
EMP101263,65,87,DC,Dominant-Conscientious,ESFJ,,,7
EMP101264,24,26,IS,Influencer-Steadiness,,95,22,5
EMP101265,39,71,CI,Conscientious-Influencer,ENFP,,24,4
EMP101266,47,58,,Dominant-Steadiness,INTJ,95,31,9
EMP101267,90,38,SD,Steadiness-Dominant,INFJ,98,27,1
EMP101268,72,83,SI,Steadiness-Influencer,ESTP,,,4
EMP101269,26,35,IC,Influencer-Conscientious,ISTP,109,21,1
EMP101270,78,67,SD,Steadiness-Dominant,ESFJ,109,29,9
EMP101271,45,92,IS,Influencer-Steadiness,INFP,137,33,2
EMP101272,87,72,CS,Conscientious-Steadiness,ESFP,132,36,4
EMP101273,60,29,SC,Steadiness-Conscientious,,,22,6
EMP101274,40,89,DI,Dominant-Influencer,INTP,122,28,8
EMP101275,54,88,CI,Conscientious-Influencer,,125,11,3
EMP101276,34,79,IC,Influencer-Conscientious,INTP,107,31,7
EMP101277,69,31,SC,Steadiness-Conscientious,INTJ,,,9
EMP101278,45,83,IS,Influencer-Steadiness,ESFJ,107,23,1
EMP101279,35,43,DC,Dominant-Conscientious,ISTJ,,,4
EMP101280,96,92,SD,Steadiness-Dominant,ISTJ,137,35,3
EMP101281,37,51,DI,Dominant-Influencer,INTP,126,30,1
EMP101282,28,86,IC,Influencer-Conscientious,,,,1
EMP101283,51,24,CI,Conscientious-Influencer,,133,14,8
EMP101284,45,45,CI,Conscientious-Influencer,INFP,100,27,5
EMP101285,89,30,CS,Conscientious-Steadiness,ISTP,104,13,9
EMP101286,21,56,IS,Influencer-Steadiness,ISFJ,110,29,4
EMP101287,74,79,CS,Conscientious-Steadiness,INTP,,30,5
EMP101288,31,74,CD,Conscientious-Dominant,ENFP,92,35,3
EMP101289,87,62,SD,Steadiness-Dominant,ESTP,136,31,6
EMP101290,47,92,DI,Dominant-Influencer,INFP,80,20,10
EMP101291,25,82,DI,Dominant-Influencer,INFJ,107,24,6
EMP101292,40,73,,Conscientious-Steadiness,ENTP,,,3
EMP101293,77,41,,Dominant-Conscientious,ISFJ,120,28,7
EMP101294,94,90,ID,Influencer-Dominant,ISFJ,105,24,8
EMP101295,40,95,ID,Influencer-Dominant,ISTJ,86,23,9
EMP101296,20,43,DI,Dominant-Influencer,INTJ,98,16,1
EMP101297,96,93,,Steadiness-Influencer,INFJ,108,29,4
EMP101298,99,53,SC,Steadiness-Conscientious,ENFP,81,31,1
EMP101299,93,70,DC,Dominant-Conscientious,ENFP,114,22,8
EMP101300,62,94,ID,Influencer-Dominant,,110,32,5
EMP101301,23,65,SI,Steadiness-Influencer,ESTP,132,28,2
EMP101302,64,73,ID,Influencer-Dominant,ESFP,123,23,9
EMP101303,65,96,CD,Conscientious-Dominant,ESTP,83,33,10
EMP101304,62,84,IC,Influencer-Conscientious,ENTP,,,3
EMP101305,71,58,ID,Influencer-Dominant,INTP,89,40,3
EMP101306,52,21,DS,Dominant-Steadiness,ENFJ,129,35,1
EMP101307,56,90,CD,Conscientious-Dominant,INTJ,124,36,3
EMP101308,96,58,SI,Steadiness-Influencer,ESFJ,89,29,9
EMP101309,75,59,CI,Conscientious-Influencer,ENTJ,,,8
EMP101310,60,35,SI,Steadiness-Influencer,ISTP,116,25,8
EMP101311,30,50,SI,Steadiness-Influencer,ISFJ,,24,5
EMP101312,72,20,DI,Dominant-Influencer,ISTJ,100,34,8
EMP101313,83,44,ID,Influencer-Dominant,ISFP,,,2
EMP101314,39,99,CI,Conscientious-Influencer,ESTP,90,32,5
EMP101315,95,66,CS,Conscientious-Steadiness,INTJ,,,6
EMP101316,59,69,CD,Conscientious-Dominant,INTP,94,36,7
EMP101317,54,65,ID,Influencer-Dominant,INTJ,140,29,8
EMP101318,69,46,IC,Influencer-Conscientious,INFP,85,26,1
EMP101319,28,35,DI,Dominant-Influencer,,133,29,1
EMP101320,57,38,CD,Conscientious-Dominant,ENFP,81,33,2
EMP101321,25,42,CD,Conscientious-Dominant,INTJ,,,3
EMP101322,97,31,CI,Conscientious-Influencer,INFP,125,31,2
EMP101323,76,87,DI,Dominant-Influencer,ISTJ,131,29,5
EMP101324,20,47,CI,Conscientious-Influencer,ENFP,,22,4
EMP101325,57,40,SD,Steadiness-Dominant,,81,29,3
EMP101326,57,52,CD,Conscientious-Dominant,INTJ,100,32,5
EMP101327,36,60,DC,Dominant-Conscientious,ISTP,129,25,4
EMP101328,50,48,CD,Conscientious-Dominant,,98,17,7
EMP101329,43,78,DI,Dominant-Influencer,INTJ,,,5
EMP101330,51,40,CS,Conscientious-Steadiness,ESTJ,105,23,3
EMP101331,94,29,IC,Influencer-Conscientious,ISTP,130,24,9
EMP101332,36,25,,Dominant-Steadiness,ESFJ,87,30,3
EMP101333,54,66,CI,Conscientious-Influencer,ENFP,89,28,3
EMP101334,91,46,DI,Dominant-Influencer,INTJ,87,36,5
EMP101335,85,76,,Dominant-Steadiness,INFP,88,31,9
EMP101336,23,46,SI,Steadiness-Influencer,,127,25,4
EMP101337,87,20,CI,Conscientious-Influencer,INFP,,40,9
EMP101338,75,91,,Steadiness-Influencer,ISFJ,85,33,1
EMP101339,55,92,IS,Influencer-Steadiness,ISTP,80,22,10
EMP101340,30,37,,Conscientious-Influencer,ENFJ,109,26,4
EMP101341,65,30,CD,Conscientious-Dominant,ENTJ,109,30,9
EMP101342,50,89,DI,Dominant-Influencer,ISFJ,91,34,6
EMP101343,71,47,CI,Conscientious-Influencer,ISTP,101,36,9
EMP101344,90,70,SD,Steadiness-Dominant,INFP,89,34,10
EMP101345,96,25,IS,Influencer-Steadiness,INFP,120,26,1
EMP101346,46,60,CI,Conscientious-Influencer,ISFJ,107,32,1
EMP101347,40,38,DC,Dominant-Conscientious,ISTJ,85,32,1
EMP101348,77,31,DC,Dominant-Conscientious,ISFP,,,4
EMP101349,22,78,SD,Steadiness-Dominant,ISTP,132,23,8
EMP101350,53,49,SI,Steadiness-Influencer,ENFP,81,21,4
EMP101351,45,83,CS,Conscientious-Steadiness,INTJ,94,21,8
EMP101352,35,65,CD,Conscientious-Dominant,ISFP,120,21,6
EMP101353,51,80,CI,Conscientious-Influencer,ENFP,108,29,9
EMP101354,49,62,SC,Steadiness-Conscientious,ISFJ,,36,8
EMP101355,27,29,CD,Conscientious-Dominant,ENFJ,109,21,8
EMP101356,34,80,CS,Conscientious-Steadiness,INTP,140,41,4
EMP101357,41,94,SD,Steadiness-Dominant,ESFP,97,16,5
EMP101358,80,31,IS,Influencer-Steadiness,ISTP,108,27,7
EMP101359,62,74,CS,Conscientious-Steadiness,INTP,95,29,7
EMP101360,22,72,SI,Steadiness-Influencer,ENFP,124,18,1
EMP101361,29,82,DI,Dominant-Influencer,ESTJ,93,29,10
EMP101362,49,69,DC,Dominant-Conscientious,INFP,97,22,7
EMP101363,71,50,DS,Dominant-Steadiness,ESTP,133,43,1
EMP101364,41,34,SC,Steadiness-Conscientious,ENTP,,,1
EMP101365,20,87,SC,Steadiness-Conscientious,INFP,,16,1
EMP101366,85,87,ID,Influencer-Dominant,ISTP,117,19,10
EMP101367,43,32,SI,Steadiness-Influencer,ENFP,,43,8
EMP101368,86,33,DI,Dominant-Influencer,INFP,104,32,2
EMP101369,91,40,CI,Conscientious-Influencer,ENTJ,90,25,5
EMP101370,65,44,IC,Influencer-Conscientious,ISFP,128,35,10
EMP101371,55,46,CD,Conscientious-Dominant,ISTJ,,29,2
EMP101372,94,59,ID,Influencer-Dominant,,134,17,4
EMP101373,47,79,SI,Steadiness-Influencer,ISFP,81,35,1
EMP101374,82,84,SI,Steadiness-Influencer,ENFP,118,31,8
EMP101375,61,86,SI,Steadiness-Influencer,ESFP,,33,7
EMP101376,46,70,DC,Dominant-Conscientious,ESFJ,128,35,8
EMP101377,75,52,DI,Dominant-Influencer,ENTP,90,28,9
EMP101378,36,49,,Influencer-Steadiness,ISFP,137,25,6
EMP101379,71,44,IS,Influencer-Steadiness,ENTP,89,29,1
EMP101380,78,86,CI,Conscientious-Influencer,ESTP,108,28,10
EMP101381,85,39,CD,Conscientious-Dominant,INFP,110,38,3
EMP101382,39,69,CS,Conscientious-Steadiness,INTP,112,37,4
EMP101383,27,47,DI,Dominant-Influencer,INFJ,133,30,3
EMP101384,85,23,IC,Influencer-Conscientious,ESTJ,112,32,3
EMP101385,39,27,DS,Dominant-Steadiness,ENFP,,,2
EMP101386,74,75,CS,Conscientious-Steadiness,ENFJ,122,12,6
EMP101387,33,69,DC,Dominant-Conscientious,ESTP,112,24,1
EMP101388,79,67,ID,Influencer-Dominant,ENFP,116,20,1
EMP101389,88,93,DS,Dominant-Steadiness,ISTJ,91,30,2
EMP101390,95,73,,Dominant-Steadiness,ENFP,138,26,10
EMP101391,92,97,CD,Conscientious-Dominant,INTP,,,7
EMP101392,23,54,SC,Steadiness-Conscientious,ISTJ,121,25,3
EMP101393,21,98,ID,Influencer-Dominant,ENTP,91,21,9
EMP101394,27,62,SD,Steadiness-Dominant,ISFJ,,,4
EMP101395,48,93,SC,Steadiness-Conscientious,ESTJ,,,5
EMP101396,73,63,CD,Conscientious-Dominant,ESFP,105,22,4
EMP101397,22,83,SD,Steadiness-Dominant,ESTJ,103,13,8
EMP101398,66,56,SC,Steadiness-Conscientious,ESTP,100,33,2
EMP101399,79,72,DS,Dominant-Steadiness,ISTP,117,28,8
EMP101400,64,34,CI,Conscientious-Influencer,INFJ,106,34,7
EMP101401,44,32,CS,Conscientious-Steadiness,ESTP,138,27,4
EMP101402,71,87,DC,Dominant-Conscientious,ENTP,129,37,3
EMP101403,55,81,SC,Steadiness-Conscientious,ESTJ,122,31,9
EMP101404,62,94,DS,Dominant-Steadiness,ENTP,104,31,1
EMP101405,99,24,CI,Conscientious-Influencer,,124,18,8
EMP101406,76,35,ID,Influencer-Dominant,ENFJ,117,25,5
EMP101407,74,64,IS,Influencer-Steadiness,,136,18,4
EMP101408,99,35,,Steadiness-Influencer,INTP,102,18,3
EMP101409,70,57,DS,Dominant-Steadiness,INFJ,103,26,5
EMP101410,58,67,CD,Conscientious-Dominant,ENFJ,91,33,2
EMP101411,63,84,DC,Dominant-Conscientious,ESTP,,30,10
EMP101412,86,64,,Dominant-Conscientious,ISTP,,19,5
EMP101413,76,82,CI,Conscientious-Influencer,ENFP,104,29,3
EMP101414,83,44,SC,Steadiness-Conscientious,ENTJ,127,19,9
EMP101415,26,68,,Conscientious-Dominant,ENFP,96,21,4
EMP101416,89,78,DS,Dominant-Steadiness,ESTP,,,1
EMP101417,87,55,IC,Influencer-Conscientious,INFP,127,29,1
EMP101418,40,32,SC,Steadiness-Conscientious,INFJ,105,36,1
EMP101419,38,31,SI,Steadiness-Influencer,ESTP,87,36,10
EMP101420,23,43,,Conscientious-Steadiness,ENFP,95,30,4
EMP101421,97,87,IS,Influencer-Steadiness,ENTJ,119,22,6
EMP101422,38,72,ID,Influencer-Dominant,INFJ,120,27,5
EMP101423,25,45,ID,Influencer-Dominant,,111,33,8
EMP101424,33,93,CS,Conscientious-Steadiness,ENFJ,,32,8
EMP101425,95,44,CD,Conscientious-Dominant,ENFJ,,,3
EMP101426,84,29,CS,Conscientious-Steadiness,ESFP,107,32,6
EMP101427,87,68,,Steadiness-Dominant,ESTJ,,,3
EMP101428,42,59,CI,Conscientious-Influencer,,,30,7
EMP101429,22,25,CS,Conscientious-Steadiness,ENFJ,80,33,3
EMP101430,88,90,DI,Dominant-Influencer,ENTJ,139,29,6
EMP101431,33,54,ID,Influencer-Dominant,ISFJ,,,5
EMP101432,62,45,SI,Steadiness-Influencer,ISFJ,,,10
EMP101433,94,70,DS,Dominant-Steadiness,ISFP,124,29,10
EMP101434,89,93,ID,Influencer-Dominant,INFJ,,,8
EMP101435,59,92,CS,Conscientious-Steadiness,ISFP,,,6
EMP101436,48,69,CD,Conscientious-Dominant,ESFP,80,25,3
EMP101437,75,47,CD,Conscientious-Dominant,INTJ,125,35,2
EMP101438,57,62,SI,Steadiness-Influencer,,140,27,6
EMP101439,27,32,,Dominant-Influencer,ISFP,123,25,9
EMP101440,22,71,IC,Influencer-Conscientious,,119,24,1
EMP101441,97,27,DS,Dominant-Steadiness,ENFJ,134,26,8
EMP101442,28,88,DC,Dominant-Conscientious,ESTJ,94,17,8
EMP101443,76,32,SI,Steadiness-Influencer,ESFJ,92,20,7
EMP101444,24,88,CD,Conscientious-Dominant,ISFP,86,19,6
EMP101445,95,96,SI,Steadiness-Influencer,ESTP,108,25,8
EMP101446,65,65,SI,Steadiness-Influencer,ENTP,94,18,5
EMP101447,22,83,DC,Dominant-Conscientious,ENTP,94,31,4
EMP101448,67,27,IC,Influencer-Conscientious,,,,8
EMP101449,62,77,IS,Influencer-Steadiness,ESFJ,117,23,7
EMP101450,71,63,ID,Influencer-Dominant,INTJ,98,29,6
EMP101451,100,76,DC,Dominant-Conscientious,INTJ,125,25,6
EMP101452,97,52,DS,Dominant-Steadiness,INTP,128,20,9
EMP101453,75,53,ID,Influencer-Dominant,ESFP,106,27,8
EMP101454,20,63,CD,Conscientious-Dominant,,,40,6
EMP101455,39,56,CI,Conscientious-Influencer,ESFJ,83,26,10
EMP101456,99,29,,Dominant-Influencer,ESFP,123,34,8
EMP101457,85,51,CI,Conscientious-Influencer,ESTJ,125,15,8
EMP101458,39,46,,Influencer-Dominant,ENFP,104,33,5
EMP101459,74,76,DC,Dominant-Conscientious,ISFP,98,30,4
EMP101460,67,22,IC,Influencer-Conscientious,,90,31,1
EMP101461,88,37,IS,Influencer-Steadiness,INTJ,80,33,2
EMP101462,79,41,DS,Dominant-Steadiness,INFP,137,31,1
EMP101463,85,87,SD,Steadiness-Dominant,INFP,88,27,10
EMP101464,94,90,DS,Dominant-Steadiness,ISTJ,129,29,2
EMP101465,83,84,CS,Conscientious-Steadiness,INFJ,94,22,6
EMP101466,45,93,IC,Influencer-Conscientious,ESFJ,,,2
EMP101467,29,26,CD,Conscientious-Dominant,ISFP,89,23,10
EMP101468,35,20,DS,Dominant-Steadiness,ESTJ,140,25,3
EMP101469,63,96,CI,Conscientious-Influencer,ENFJ,136,27,1
EMP101470,64,75,DI,Dominant-Influencer,ESFJ,82,35,8
EMP101471,86,62,SI,Steadiness-Influencer,INTJ,,,7
EMP101472,70,58,CI,Conscientious-Influencer,INTP,93,24,3
EMP101473,76,37,IC,Influencer-Conscientious,INFJ,106,13,4
EMP101474,61,22,SC,Steadiness-Conscientious,ENFP,127,28,5
EMP101475,73,53,IC,Influencer-Conscientious,ENTJ,127,24,6
EMP101476,27,88,SD,Steadiness-Dominant,ENTJ,137,32,5
EMP101477,95,51,IC,Influencer-Conscientious,ESFJ,86,24,9
EMP101478,34,73,DI,Dominant-Influencer,ENTP,88,24,5
EMP101479,26,62,,Influencer-Dominant,ENFJ,84,32,3
EMP101480,52,64,CD,Conscientious-Dominant,INTJ,105,22,3
EMP101481,70,93,DI,Dominant-Influencer,ENFJ,105,35,5
EMP101482,38,76,CD,Conscientious-Dominant,ENFJ,116,20,10
EMP101483,76,47,CD,Conscientious-Dominant,ESTP,133,27,7
EMP101484,48,40,DI,Dominant-Influencer,ENTJ,,,7
EMP101485,91,90,DS,Dominant-Steadiness,ENFP,85,20,2
EMP101486,35,97,CD,Conscientious-Dominant,INTP,103,28,9
EMP101487,95,74,CD,Conscientious-Dominant,INFP,85,26,8
EMP101488,35,88,,Steadiness-Dominant,ESFP,,,6
EMP101489,61,88,IS,Influencer-Steadiness,ESFJ,,,7
EMP101490,69,31,SC,Steadiness-Conscientious,INTP,,,10
EMP101491,82,37,DI,Dominant-Influencer,INTJ,110,27,9
EMP101492,58,41,CI,Conscientious-Influencer,INTP,,29,10
EMP101493,67,94,IS,Influencer-Steadiness,,90,26,3
EMP101494,88,22,SD,Steadiness-Dominant,ESTP,88,34,3
EMP101495,59,69,CS,Conscientious-Steadiness,ESTJ,98,22,2
EMP101496,21,69,ID,Influencer-Dominant,ISFP,85,21,6
EMP101497,49,44,ID,Influencer-Dominant,INFJ,117,25,3
EMP101498,64,100,IC,Influencer-Conscientious,INTJ,,,8
EMP101499,36,54,DC,Dominant-Conscientious,ISTJ,,,3
EMP101500,32,94,ID,Influencer-Dominant,ENFJ,138,17,4
EMP101501,66,59,SC,Steadiness-Conscientious,ESFP,139,20,7
EMP101502,96,66,SI,Steadiness-Influencer,ENFP,138,18,8
EMP101503,30,30,DI,Dominant-Influencer,,138,36,4
EMP101504,96,34,DC,Dominant-Conscientious,INFJ,96,30,10
EMP101505,93,28,CS,Conscientious-Steadiness,,,,2
EMP101506,56,88,SD,Steadiness-Dominant,ISFJ,100,27,8
EMP101507,97,49,CI,Conscientious-Influencer,INTP,,,4
EMP101508,87,34,DS,Dominant-Steadiness,ESTP,132,23,4
EMP101509,74,74,DC,Dominant-Conscientious,,134,26,1
EMP101510,83,56,CI,Conscientious-Influencer,ISFJ,128,17,4
EMP101511,73,63,ID,Influencer-Dominant,ESTP,,,10
EMP101512,55,26,,Influencer-Dominant,ENTP,136,27,5
EMP101513,69,37,IC,Influencer-Conscientious,ESFJ,,,6
EMP101514,31,93,,Dominant-Influencer,ESFP,94,27,3
EMP101515,87,91,CS,Conscientious-Steadiness,ESFP,122,37,6
EMP101516,85,76,,Steadiness-Dominant,ESFP,85,30,4
EMP101517,77,48,DI,Dominant-Influencer,ESFP,,,1
EMP101518,27,59,SI,Steadiness-Influencer,ISTJ,125,34,9
EMP101519,71,48,IC,Influencer-Conscientious,INFJ,120,29,5
EMP101520,82,79,CS,Conscientious-Steadiness,inftj,100,24,5
EMP101521,59,99,DS,Dominant-Steadiness,INFP,104,36,10
EMP101522,28,95,IC,Influencer-Conscientious,ENFP,139,19,1
EMP101523,20,76,,Dominant-Influencer,ISTJ,123,26,9
EMP101524,68,35,SC,Steadiness-Conscientious,ISTJ,,,6
EMP101525,69,99,CI,Conscientious-Influencer,ISTJ,99,39,3
EMP101526,79,53,DI,Dominant-Influencer,ISFP,,,9
EMP101527,27,74,SD,Steadiness-Dominant,ESTP,99,24,9
EMP101528,65,34,IS,Influencer-Steadiness,INTJ,129,24,9
EMP101529,28,78,CD,Conscientious-Dominant,ISTP,84,29,3
EMP101530,65,89,DS,Dominant-Steadiness,,86,22,4
EMP101531,99,53,,Dominant-Influencer,ISTP,93,29,2
EMP101532,31,65,DI,Dominant-Influencer,ISFJ,134,23,3
EMP101533,24,91,DC,Dominant-Conscientious,ENFP,135,23,3
EMP101534,61,62,,Steadiness-Conscientious,ENFP,114,21,4
EMP101535,31,58,DI,Dominant-Influencer,ESTP,130,32,3
EMP101536,95,59,SD,Steadiness-Dominant,,100,23,2
EMP101537,37,54,IC,Influencer-Conscientious,ISTP,,,10
EMP101538,99,93,SC,Steadiness-Conscientious,ESTP,99,28,1
EMP101539,91,63,CS,Conscientious-Steadiness,ESFP,85,16,5
EMP101540,87,90,DS,Dominant-Steadiness,,85,19,6
EMP101541,45,24,ID,Influencer-Dominant,,89,24,1
EMP101542,94,46,SD,Steadiness-Dominant,INTP,114,30,8
EMP101543,88,75,CS,Conscientious-Steadiness,ENTJ,82,17,10
EMP101544,52,31,,Conscientious-Dominant,INFJ,123,37,4
EMP101545,40,98,CI,Conscientious-Influencer,ISFP,130,25,2
EMP101546,68,20,DC,Dominant-Conscientious,ISTP,88,21,5
EMP101547,31,61,IS,Influencer-Steadiness,ISFJ,136,29,3
EMP101548,54,25,,Steadiness-Dominant,INTP,103,41,9
EMP101549,49,82,ID,Influencer-Dominant,INFP,88,31,1
EMP101550,55,90,IC,Influencer-Conscientious,ESFJ,,31,3
EMP101551,96,64,CS,Conscientious-Steadiness,INFP,86,34,4
EMP101552,28,37,CS,Conscientious-Steadiness,ESFP,129,30,8
EMP101553,89,68,DC,Dominant-Conscientious,ISTP,,,3
EMP101554,37,97,SC,Steadiness-Conscientious,ENFP,97,28,4
EMP101555,100,69,,Steadiness-Influencer,ESFJ,116,37,8
EMP101556,76,38,SI,Steadiness-Influencer,ESFP,100,33,8
EMP101557,24,39,CD,Conscientious-Dominant,ENFJ,93,33,8
EMP101558,98,42,SC,Steadiness-Conscientious,ENTP,113,29,10
EMP101559,97,83,CD,Conscientious-Dominant,INTP,86,33,3
EMP101560,60,82,,Steadiness-Conscientious,,86,22,5
EMP101561,20,67,SI,Steadiness-Influencer,ENTJ,138,34,5
EMP101562,25,27,IC,Influencer-Conscientious,INFJ,137,27,10
EMP101563,48,21,DS,Dominant-Steadiness,ISTP,,,10
EMP101564,89,63,SI,Steadiness-Influencer,INTJ,,29,10
EMP101565,34,21,CI,Conscientious-Influencer,,,,3
EMP101566,78,30,CI,Conscientious-Influencer,ESFP,139,21,8
EMP101567,96,93,IC,Influencer-Conscientious,ESFP,136,25,1
EMP101568,65,28,IS,Influencer-Steadiness,INTP,108,35,5
EMP101569,35,38,SI,Steadiness-Influencer,ISTP,117,27,3
EMP101570,95,83,SC,Steadiness-Conscientious,INFJ,98,30,2
EMP101571,98,55,SI,Steadiness-Influencer,,112,36,2
EMP101572,51,23,CD,Conscientious-Dominant,ESTJ,94,27,9
EMP101573,72,76,DC,Dominant-Conscientious,ESTP,138,17,3
EMP101574,45,97,SD,Steadiness-Dominant,,138,37,7
EMP101575,24,25,,Influencer-Steadiness,ISTJ,,,4
EMP101576,74,57,,Influencer-Dominant,INFP,139,28,2
EMP101577,92,43,ID,Influencer-Dominant,ISTJ,,,2
EMP101578,89,20,CD,Conscientious-Dominant,ENTP,139,35,6
EMP101579,54,87,CI,Conscientious-Influencer,INFP,,,6
EMP101580,21,94,SI,Steadiness-Influencer,ESTJ,,,1
EMP101581,55,36,IS,Influencer-Steadiness,ESFJ,84,29,7
EMP101582,47,86,DI,Dominant-Influencer,ISTP,116,23,7
EMP101583,49,63,DC,Dominant-Conscientious,ISTP,125,39,5
EMP101584,31,21,SD,Steadiness-Dominant,ISTJ,81,29,1
EMP101585,84,84,IC,Influencer-Conscientious,ESTJ,98,22,10
EMP101586,87,29,CS,Conscientious-Steadiness,ISTP,128,20,5
EMP101587,34,81,CI,Conscientious-Influencer,INTJ,138,25,6
EMP101588,81,36,CI,Conscientious-Influencer,ENTJ,128,26,10
EMP101589,84,86,,Influencer-Steadiness,ISTJ,121,29,9
EMP101590,87,25,CD,Conscientious-Dominant,ENFJ,105,38,7
EMP101591,60,85,,Conscientious-Dominant,ENFP,117,32,3
EMP101592,31,79,SD,Steadiness-Dominant,INTP,,,9
EMP101593,24,72,SC,Steadiness-Conscientious,ESFP,,26,8
EMP101594,90,95,IC,Influencer-Conscientious,ENFP,,,5
EMP101595,33,72,CS,Conscientious-Steadiness,ESFP,89,27,3
EMP101596,61,74,SD,Steadiness-Dominant,ISFP,112,24,10
EMP101597,93,83,SD,Steadiness-Dominant,ISFJ,137,38,4
EMP101598,26,37,CS,Conscientious-Steadiness,INTP,,,5
EMP101599,67,44,CS,Conscientious-Steadiness,ESFJ,120,24,2
EMP101600,81,80,SC,Steadiness-Conscientious,ISFJ,106,20,6
EMP101601,39,45,CI,Conscientious-Influencer,ENFJ,86,33,10
EMP101602,66,57,,Steadiness-Conscientious,ENFP,83,38,6
EMP101603,61,63,SD,Steadiness-Dominant,ENFP,88,22,6
EMP101604,39,64,SI,Steadiness-Influencer,INFP,117,37,7
EMP101605,90,21,DS,Dominant-Steadiness,ESFJ,117,28,4
EMP101606,88,46,CD,Conscientious-Dominant,ENFJ,127,22,9
EMP101607,86,92,CD,Conscientious-Dominant,ESTJ,122,25,2
EMP101608,67,42,CD,Conscientious-Dominant,ISFJ,117,37,10
EMP101609,53,87,SD,Steadiness-Dominant,ISFJ,85,19,6
EMP101610,34,76,,Steadiness-Conscientious,ISTJ,94,28,3
EMP101611,57,76,CI,Conscientious-Influencer,ENTJ,122,25,5
EMP101612,83,78,DI,Dominant-Influencer,ENTJ,126,27,3
EMP101613,92,41,DS,Dominant-Steadiness,INFP,116,26,2
EMP101614,96,33,IS,Influencer-Steadiness,ISTP,,,7
EMP101615,80,62,SD,Steadiness-Dominant,INTP,,39,4
EMP101616,45,73,DS,Dominant-Steadiness,,101,25,7
EMP101617,66,99,CI,Conscientious-Influencer,ISTJ,,,1
EMP101618,54,31,IC,Influencer-Conscientious,INTP,131,27,4
EMP101619,89,89,CS,Conscientious-Steadiness,ENTP,84,34,8
EMP101620,63,64,SD,Steadiness-Dominant,ESTJ,106,30,9
